Rk,Date,Team,H/A,Opponent,Result,Win/Loss,Team Points,Opponent Points,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_Tot,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Season,Custom,WINS,Losses
2,9/13/2014 0:00,Kansas,Away,Duke,L (3-41),L,3,41,12,29,41.4,95,0,47,202,4.3,0,76,297,3.9,2,13,2,17,7,74,0,2,2,2014,,0,1
3,9/20/2014 0:00,Kansas,Home,Central Michigan,W (24-10),W,24,10,24,34,70.6,231,2,35,138,3.9,1,69,369,5.3,10,5,0,15,8,65,0,1,1,2014,,1,0
4,9/27/2014 0:00,Kansas,Home,Texas,L (0-23),L,0,23,12,31,38.7,140,0,51,173,3.4,0,82,313,3.8,6,12,1,19,7,52,0,4,4,2014,Big 12,0,1
5,10/4/2014 0:00,Kansas,Away,West Virginia,L (14-33),L,14,33,13,28,46.4,111,0,34,65,1.9,1,62,176,2.8,4,4,1,9,11,101,0,0,0,2014,Big 12,0,1
6,10/11/2014 0:00,Kansas,Home,Oklahoma State,L (20-27),L,20,27,20,37,54.1,288,0,41,91,2.2,2,78,379,4.9,12,5,1,18,8,65,0,1,1,2014,Big 12,0,1
7,10/18/2014 0:00,Kansas,Away,Texas Tech,L (21-34),L,21,34,20,32,62.5,235,2,40,128,3.2,1,72,363,5,11,8,0,19,4,37,1,1,2,2014,Big 12,0,1
8,11/1/2014 0:00,Kansas,Away,Baylor,L (14-60),L,14,60,21,30,70,288,2,27,16,0.6,0,57,304,5.3,8,1,3,12,6,60,3,0,3,2014,Big 12,0,1
9,11/8/2014 0:00,Kansas,Home,Iowa State,W (34-14),W,34,14,26,43,60.5,286,1,48,228,4.8,3,91,514,5.6,18,11,0,29,4,32,0,0,0,2014,Big 12,1,0
10,11/15/2014 0:00,Kansas,Home,TCU,L (30-34),L,30,34,20,38,52.6,342,2,36,76,2.1,2,74,418,5.6,13,5,1,19,7,55,0,1,1,2014,Big 12,0,1
11,11/22/2014 0:00,Kansas,Away,Oklahoma,L (7-44),L,7,44,8,23,34.8,84,0,36,19,0.5,0,59,103,1.7,4,2,1,7,2,20,1,1,2,2014,Big 12,0,1
12,11/29/2014 0:00,Kansas,Away,Kansas State,L (13-51),L,13,51,16,27,59.3,139,2,22,57,2.6,0,49,196,4,8,4,1,13,3,28,0,2,2,2014,Big 12,0,1
1,9/5/2015 0:00,Kansas,Home,South Dakota State,L (38-41),L,38,41,25,40,62.5,291,1,51,285,5.6,3,91,576,6.3,15,14,0,29,7,75,1,1,2,2015,,0,1
2,9/12/2015 0:00,Kansas,Home,Memphis,L (23-55),L,23,55,18,38,47.4,165,0,46,194,4.2,2,84,359,4.3,0,0,0,23,7,68,0,0,0,2015,,0,1
3,9/26/2015 0:00,Kansas,Away,Rutgers,L (14-27),L,14,27,19,32,59.4,278,0,29,64,2.2,2,61,342,5.6,15,1,2,18,4,46,0,1,1,2015,,0,1
4,10/3/2015 0:00,Kansas,Away,Iowa State,L (13-38),L,13,38,23,37,62.2,250,1,33,38,1.2,0,70,288,4.1,11,4,0,15,5,37,1,0,1,2015,Big 12,0,1
5,10/10/2015 0:00,Kansas,Home,Baylor,L (7-66),L,7,66,20,36,55.6,158,1,39,69,1.8,0,75,227,3,7,5,2,14,4,50,2,1,3,2015,Big 12,0,1
6,10/17/2015 0:00,Kansas,Home,Texas Tech,L (20-30),L,20,30,35,50,70,330,2,40,145,3.6,1,90,475,5.3,17,7,2,26,5,41,2,1,3,2015,Big 12,0,1
7,10/24/2015 0:00,Kansas,Away,Oklahoma State,L (10-58),L,10,58,12,31,38.7,191,1,27,30,1.1,0,58,221,3.8,7,2,0,9,10,102,0,2,2,2015,Big 12,0,1
8,10/31/2015 0:00,Kansas,Home,Oklahoma,L (7-62),L,7,62,20,34,58.8,181,1,36,35,1,0,70,216,3.1,10,3,2,15,6,81,2,0,2,2015,Big 12,0,1
9,11/7/2015 0:00,Kansas,Away,Texas,L (20-59),L,20,59,19,41,46.3,234,1,48,192,4,1,89,426,4.8,10,13,0,23,3,15,1,3,4,2015,Big 12,0,1
10,11/14/2015 0:00,Kansas,Away,TCU,L (17-23),L,17,23,20,41,48.8,203,1,30,121,4,1,71,324,4.6,7,5,1,13,8,53,0,1,1,2015,Big 12,0,1
11,11/21/2015 0:00,Kansas,Home,West Virginia,L (0-49),L,0,49,13,37,35.1,127,0,30,82,2.7,0,67,209,3.1,3,5,2,10,5,46,1,3,4,2015,Big 12,0,1
12,11/28/2015 0:00,Kansas,Home,Kansas State,L (14-45),L,14,45,19,35,54.3,215,2,35,100,2.9,0,70,315,4.5,10,7,0,17,6,50,0,1,1,2015,Big 12,0,1
1,9/3/2016 0:00,Kansas,Home,Rhode Island,W (55-6),W,55,6,28,38,73.7,399,6,35,171,4.9,2,73,570,7.8,16,12,0,28,4,37,1,1,2,2016,,1,0
2,9/10/2016 0:00,Kansas,Home,Ohio,L (21-37),L,21,37,18,29,62.1,206,2,15,26,1.7,0,44,232,5.3,7,1,1,9,4,50,2,1,3,2016,,0,1
3,9/17/2016 0:00,Kansas,Away,Memphis,L (7-43),L,7,43,26,41,63.4,193,0,31,121,3.9,1,72,314,4.4,6,5,3,14,8,41,4,2,6,2016,,0,1
4,9/29/2016 0:00,Kansas,Away,Texas Tech,L (19-55),L,19,55,25,48,52.1,250,2,28,46,1.6,0,76,296,3.9,13,4,0,17,7,55,1,1,2,2016,Big 12,0,1
5,10/8/2016 0:00,Kansas,Home,TCU,L (23-24),L,23,24,31,45,68.9,348,0,44,122,2.8,2,89,470,5.3,13,8,2,23,5,61,1,3,4,2016,Big 12,0,1
6,10/15/2016 0:00,Kansas,Away,Baylor,L (7-49),L,7,49,13,27,48.1,134,0,48,83,1.7,1,75,217,2.9,4,9,2,15,4,35,1,4,5,2016,Big 12,0,1
7,10/22/2016 0:00,Kansas,Home,Oklahoma State,L (20-44),L,20,44,24,40,60,250,1,33,204,6.2,1,73,454,6.2,11,8,1,20,5,46,1,2,3,2016,Big 12,0,1
8,10/29/2016 0:00,Kansas,Away,Oklahoma,L (3-56),L,3,56,21,37,56.8,121,0,28,49,1.8,0,65,170,2.6,4,5,2,11,6,40,0,2,2,2016,Big 12,0,1
9,11/5/2016 0:00,Kansas,Away,West Virginia,L (21-48),L,21,48,21,36,58.3,291,2,37,150,4.1,1,73,441,6,10,6,2,18,9,104,0,2,2,2016,Big 12,0,1
10,11/12/2016 0:00,Kansas,Home,Iowa State,L (24-31),L,24,31,26,38,68.4,171,1,40,244,6.1,2,78,415,5.3,7,16,2,25,1,15,1,1,2,2016,Big 12,0,1
11,11/19/2016 0:00,Kansas,Home,Texas,W (24-21),W,24,21,21,42,50,220,0,39,112,2.9,1,81,332,4.1,7,6,2,15,9,85,1,1,2,2016,Big 12,1,0
12,11/26/2016 0:00,Kansas,Away,Kansas State,L (19-34),L,19,34,24,44,54.5,302,2,27,101,3.7,0,71,403,5.7,8,9,1,18,9,85,1,2,3,2016,Big 12,0,1
1,9/2/2017 0:00,Kansas,Home,Southeast Missouri State,W (38-16),W,38,16,23,37,62.2,364,4,25,73,2.9,1,62,437,7,12,4,1,17,5,49,1,2,3,2017,,1,0
2,9/9/2017 0:00,Kansas,Home,Central Michigan,L (27-45),L,27,45,32,62,51.6,323,0,34,147,4.3,3,96,470,4.9,20,7,2,29,9,65,0,2,2,2017,,0,1
3,9/16/2017 0:00,Kansas,Away,Ohio,L (30-42),L,30,42,30,47,63.8,343,2,32,108,3.4,2,79,451,5.7,17,5,1,23,7,50,0,1,1,2017,,0,1
4,9/23/2017 0:00,Kansas,Home,West Virginia,L (34-56),L,34,56,17,34,50,197,1,50,367,7.3,3,84,564,6.7,8,13,3,24,8,43,1,2,3,2017,Big 12,0,1
5,10/7/2017 0:00,Kansas,Home,Texas Tech,L (19-65),L,19,65,23,43,53.5,256,1,33,112,3.4,1,76,368,4.8,9,7,1,17,4,35,2,2,4,2017,Big 12,0,1
6,10/14/2017 0:00,Kansas,Away,Iowa State,L (0-45),L,0,45,11,26,42.3,44,0,33,62,1.9,0,59,106,1.8,1,3,1,5,8,75,1,1,2,2017,Big 12,0,1
7,10/21/2017 0:00,Kansas,Away,TCU,L (0-43),L,0,43,8,18,44.4,46,0,31,-25,-0.8,0,49,21,0.4,1,1,2,4,4,40,0,0,0,2017,Big 12,0,1
8,10/28/2017 0:00,Kansas,Home,Kansas State,L (20-30),L,20,30,23,48,47.9,418,1,28,64,2.3,1,76,482,6.3,14,6,0,20,4,42,1,1,2,2017,Big 12,0,1
9,11/4/2017 0:00,Kansas,Home,Baylor,L (9-38),L,9,38,19,36,52.8,163,0,33,126,3.8,0,69,289,4.2,6,8,1,15,4,30,1,1,2,2017,Big 12,0,1
10,11/11/2017 0:00,Kansas,Away,Texas,L (27-42),L,27,42,27,43,62.8,268,3,35,96,2.7,0,78,364,4.7,11,7,1,19,5,45,1,3,4,2017,Big 12,0,1
11,11/18/2017 0:00,Kansas,Home,Oklahoma,L (3-41),L,3,41,19,34,55.9,123,0,27,32,1.2,0,61,155,2.5,6,2,2,10,5,60,1,1,2,2017,Big 12,0,1
12,11/25/2017 0:00,Kansas,Away,Oklahoma State,L (17-58),L,17,58,17,32,53.1,172,2,30,69,2.3,0,62,241,3.9,8,3,0,11,3,19,0,1,1,2017,Big 12,0,1
1,9/1/2018 0:00,Kansas,Home,Nicholls State,L (23-26),L,23,26,21,38,55.3,199,2,32,56,1.8,0,70,255,3.6,8,5,1,14,7,54,1,0,1,2018,,0,1
2,9/8/2018 0:00,Kansas,Away,Central Michigan,W (31-7),W,31,7,18,27,66.7,145,1,45,216,4.8,2,72,361,5,8,10,2,20,7,55,0,0,0,2018,,1,0
3,9/15/2018 0:00,Kansas,Home,Rutgers,W (55-14),W,55,14,15,25,60,144,1,48,400,8.3,4,73,544,7.5,9,12,1,22,7,67,0,0,0,2018,,1,0
4,9/22/2018 0:00,Kansas,Away,Baylor,L (7-26),L,7,26,16,27,59.3,149,1,28,122,4.4,0,55,271,4.9,5,5,4,14,7,55,0,0,0,2018,Big 12,0,1
5,9/29/2018 0:00,Kansas,Home,Oklahoma State,L (28-48),L,28,48,24,32,75,247,3,32,121,3.8,1,64,368,5.8,11,5,2,18,4,43,1,0,1,2018,Big 12,0,1
6,10/6/2018 0:00,Kansas,Away,West Virginia,L (22-38),L,22,38,21,34,61.8,206,2,26,80,3.1,1,60,286,4.8,9,5,2,16,6,45,1,2,3,2018,Big 12,0,1
7,10/20/2018 0:00,Kansas,Away,Texas Tech,L (16-48),L,16,48,18,41,43.9,221,2,29,98,3.4,0,70,319,4.6,9,6,1,16,6,62,1,1,2,2018,Big 12,0,1
8,10/27/2018 0:00,Kansas,Home,TCU,W (27-26),W,27,26,19,29,65.5,249,2,38,58,1.5,1,67,307,4.6,12,4,1,17,8,59,0,0,0,2018,Big 12,1,0
9,11/3/2018 0:00,Kansas,Home,Iowa State,L (3-27),L,3,27,19,43,44.2,185,0,40,147,3.7,0,83,332,4,11,8,1,20,3,25,1,0,1,2018,Big 12,0,1
10,11/10/2018 0:00,Kansas,Away,Kansas State,L (17-21),L,17,21,21,34,61.8,232,2,35,115,3.3,0,69,347,5,13,4,2,19,8,53,2,0,2,2018,Big 12,0,1
11,11/17/2018 0:00,Kansas,Away,Oklahoma,L (40-55),L,40,55,20,28,71.4,176,1,36,348,9.7,4,64,524,8.2,8,17,0,25,6,53,0,0,0,2018,Big 12,0,1
12,11/23/2018 0:00,Kansas,Home,Texas,L (17-24),L,17,24,18,35,51.4,159,1,33,137,4.2,1,68,296,4.4,8,5,1,14,9,98,0,1,1,2018,Big 12,0,1
1,8/31/2019 0:00,Kansas,Home,Indiana State,W (24-17),W,24,17,20,29,69,241,2,30,110,3.7,0,59,351,5.9,13,6,1,20,7,49,3,0,3,2019,,1,0
2,9/7/2019 0:00,Kansas,Home,Coastal Carolina,L (7-12),L,7,12,13,19,68.4,107,0,37,173,4.7,1,56,280,5,7,10,0,17,5,40,0,2,2,2019,,0,1
3,9/13/2019 0:00,Kansas,Away,Boston College,W (48-24),W,48,24,20,27,74.1,238,3,45,329,7.3,3,72,567,7.9,9,13,1,23,8,75,0,1,1,2019,,1,0
4,9/21/2019 0:00,Kansas,Home,West Virginia,L (24-29),L,24,29,19,25,76,275,3,30,142,4.7,0,55,417,7.6,9,9,2,20,4,45,1,1,2,2019,Big 12,0,1
5,9/28/2019 0:00,Kansas,Away,TCU,L (14-51),L,14,51,12,29,41.4,84,1,18,75,4.2,1,47,159,3.4,3,3,2,8,2,10,0,0,0,2019,Big 12,0,1
6,10/5/2019 0:00,Kansas,Home,Oklahoma,L (20-45),L,20,45,18,28,64.3,230,3,32,130,4.1,0,60,360,6,11,5,2,18,9,82,0,0,0,2019,Big 12,0,1
7,10/19/2019 0:00,Kansas,Away,Texas,L (48-50),L,48,50,27,47,57.4,310,4,39,259,6.6,2,86,569,6.6,11,13,3,27,7,50,0,0,0,2019,Big 12,0,1
8,10/26/2019 0:00,Kansas,Home,Texas Tech,W (37-34),W,37,34,26,37,70.3,415,3,32,112,3.5,2,69,527,7.6,13,8,1,22,8,88,0,1,1,2019,Big 12,1,0
9,11/2/2019 0:00,Kansas,Home,Kansas State,L (10-38),L,10,38,15,26,57.7,180,0,25,61,2.4,1,51,241,4.7,9,2,1,12,4,55,0,2,2,2019,Big 12,0,1
10,11/16/2019 0:00,Kansas,Away,Oklahoma State,L (13-31),L,13,31,26,46,56.5,251,2,24,39,1.6,0,70,290,4.1,14,4,0,18,5,37,0,3,3,2019,Big 12,0,1
11,11/23/2019 0:00,Kansas,Away,Iowa State,L (31-41),L,31,41,23,44,52.3,328,3,32,165,5.2,0,76,493,6.5,12,10,0,22,6,55,0,0,0,2019,Big 12,0,1
12,11/30/2019 0:00,Kansas,Home,Baylor,L (6-61),L,6,61,16,32,50,119,1,35,161,4.6,0,67,280,4.2,5,9,3,17,1,15,2,4,6,2019,Big 12,0,1
1,9/12/2020 0:00,Kansas,Home,Coastal Carolina,L (23-38),L,23,38,21,35,60,189,2,38,178,4.7,1,73,367,5,9,11,3,23,5,35,1,2,3,2020,,0,1
2,9/26/2020 0:00,Kansas,Away,Baylor,L (14-47),L,14,47,19,33,57.6,159,0,43,169,3.9,2,76,328,4.3,9,8,3,20,10,80,0,0,0,2020,Big 12,0,1
3,10/3/2020 0:00,Kansas,Home,Oklahoma State,L (7-47),L,7,47,14,24,58.3,92,0,40,101,2.5,1,64,193,3,5,6,1,12,3,17,0,1,1,2020,Big 12,0,1
4,10/17/2020 0:00,Kansas,Away,West Virginia,L (17-38),L,17,38,14,23,60.9,95,1,31,62,2,0,54,157,2.9,3,3,1,7,9,90,0,2,2,2020,Big 12,0,1
5,10/24/2020 0:00,Kansas,Away,Kansas State,L (14-55),L,14,55,22,39,56.4,207,0,39,113,2.9,2,78,320,4.1,11,5,2,18,3,29,1,1,2,2020,Big 12,0,1
6,10/31/2020 0:00,Kansas,Home,Iowa State,L (22-52),L,22,52,18,33,54.5,167,0,34,73,2.1,2,67,240,3.6,8,6,1,15,3,25,1,1,2,2020,Big 12,0,1
7,11/7/2020 0:00,Kansas,Away,Oklahoma,L (9-62),L,9,62,14,35,40,151,1,42,95,2.3,0,77,246,3.2,7,8,1,16,9,55,0,2,2,2020,Big 12,0,1
8,11/28/2020 0:00,Kansas,Home,TCU,L (23-59),L,23,59,16,32,50,227,3,43,41,1,0,75,268,3.6,10,5,3,18,4,36,1,1,2,2020,Big 12,0,1
9,12/5/2020 0:00,Kansas,Away,Texas Tech,L (13-16),L,13,16,17,29,58.6,102,0,44,112,2.5,1,73,214,2.9,5,7,2,14,5,51,0,0,0,2020,Big 12,0,1
1,9/3/2021 0:00,Kansas,Home,South Dakota,W (17-14),W,17,14,17,26,65.4,163,2,40,84,2.1,0,66,247,3.7,7,4,1,12,7,51,0,0,0,2021,,1,0
2,9/10/2021 0:00,Kansas,Away,Coastal Carolina,L (22-49),L,22,49,15,29,51.7,238,0,38,172,4.5,3,67,410,6.1,8,7,1,16,6,43,0,0,0,2021,,0,1
3,9/18/2021 0:00,Kansas,Home,Baylor,L (7-45),L,7,45,8,18,44.4,57,1,32,132,4.1,0,50,189,3.8,2,5,1,8,2,20,1,0,1,2021,Big 12,0,1
4,9/25/2021 0:00,Kansas,Away,Duke,L (33-52),L,33,52,19,32,59.4,323,2,40,207,5.2,2,72,530,7.4,10,10,1,21,5,65,0,2,2,2021,,0,1
5,10/2/2021 0:00,Kansas,Away,Iowa State,L (7-59),L,7,59,11,22,50,127,0,44,175,4,1,66,302,4.6,8,10,0,18,2,15,1,1,2,2021,Big 12,0,1
6,10/16/2021 0:00,Kansas,Home,Texas Tech,L (14-41),L,14,41,15,28,53.6,128,2,33,145,4.4,0,61,273,4.5,8,9,0,17,5,30,0,1,1,2021,Big 12,0,1
7,10/23/2021 0:00,Kansas,Home,Oklahoma,L (23-35),L,23,35,17,23,73.9,246,1,42,166,4,2,65,412,6.3,15,7,1,23,5,50,1,0,1,2021,Big 12,0,1
8,10/30/2021 0:00,Kansas,Away,Oklahoma State,L (3-55),L,3,55,9,18,50,44,0,33,99,3,0,51,143,2.8,2,4,1,7,4,45,0,3,3,2021,Big 12,0,1
9,11/6/2021 0:00,Kansas,Home,Kansas State,L (10-35),L,10,35,19,29,65.5,186,1,30,88,2.9,0,59,274,4.6,7,6,2,15,4,21,0,0,0,2021,Big 12,0,1
10,11/13/2021 0:00,Kansas,Away,Texas,W (57-56),W,57,56,21,30,70,202,3,43,218,5.1,4,73,420,5.8,11,10,1,22,4,30,0,0,0,2021,Big 12,1,0
11,11/20/2021 0:00,Kansas,Away,TCU,L (28-31),L,28,31,22,30,73.3,255,2,31,124,4,2,61,379,6.2,12,8,1,21,1,0,0,1,1,2021,Big 12,0,1
12,11/27/2021 0:00,Kansas,Home,West Virginia,L (28-34),L,28,34,22,32,68.8,249,1,27,87,3.2,1,59,336,5.7,9,5,1,15,4,34,0,2,2,2021,Big 12,0,1
1,9/2/2022 0:00,Kansas,Home,Tennessee Tech,W (56-10),W,56,10,16,19,84.2,205,1,30,297,9.9,6,49,502,10.2,10,10,1,21,4,40,2,1,3,2022,,1,0
2,9/10/2022 0:00,Kansas,Away,West Virginia,W (55-42),W,55,42,18,29,62.1,219,3,36,200,5.6,4,65,419,6.4,15,7,2,24,6,70,0,0,0,2022,Big 12,1,0
3,9/17/2022 0:00,Kansas,Away,Houston,W (48-30),W,48,30,14,23,60.9,158,3,43,280,6.5,3,66,438,6.6,7,14,4,25,2,25,0,0,0,2022,,1,0
4,9/24/2022 0:00,Kansas,Home,Duke,W (35-27),W,35,27,19,23,82.6,324,4,39,213,5.5,1,62,537,8.7,14,8,1,23,7,83,1,0,1,2022,,1,0
5,10/1/2022 0:00,Kansas,Home,Iowa State,W (14-11),W,14,11,8,15,53.3,101,0,31,112,3.6,2,46,213,4.6,4,5,1,10,7,56,1,0,1,2022,Big 12,1,0
6,10/8/2022 0:00,Kansas,Home,TCU,L (31-38),L,31,38,21,34,61.8,351,4,38,189,5,0,72,540,7.5,12,10,0,22,5,45,1,1,2,2022,Big 12,0,1
7,10/15/2022 0:00,Kansas,Away,Oklahoma,L (42-52),L,42,52,16,27,59.3,265,4,35,165,4.7,2,62,430,6.9,12,8,2,22,5,45,0,2,2,2022,Big 12,0,1
8,10/22/2022 0:00,Kansas,Away,Baylor,L (23-35),L,23,35,16,27,59.3,232,1,22,56,2.5,2,49,288,5.9,8,2,1,11,5,31,2,0,2,2022,Big 12,0,1
9,11/5/2022 0:00,Kansas,Home,Oklahoma State,W (37-16),W,37,16,18,23,78.3,203,2,46,351,7.6,2,69,554,8,10,12,1,23,5,40,0,0,0,2022,Big 12,1,0
10,11/12/2022 0:00,Kansas,Away,Texas Tech,L (28-43),L,28,43,20,33,60.6,283,3,32,242,7.6,1,65,525,8.1,8,11,1,20,10,75,1,1,2,2022,Big 12,0,1
11,11/19/2022 0:00,Kansas,Home,Texas,L (14-55),L,14,55,18,29,62.1,242,2,30,104,3.5,0,59,346,5.9,11,4,0,15,4,36,0,1,1,2022,Big 12,0,1
12,11/26/2022 0:00,Kansas,Away,Kansas State,L (27-47),L,27,47,21,33,63.6,180,0,30,127,4.2,4,63,307,4.9,11,6,3,20,5,25,2,0,2,2022,Big 12,0,1
13,12/28/2022 0:00,Kansas,N,Arkansas*,L (53-55),L,53,55,37,56,66.1,544,5,34,59,1.7,2,90,603,6.7,25,5,1,31,4,34,1,2,3,2022,,0,1
1,9/1/2012 0:00,Texas Tech,Home,Northwestern State,W (44-6),W,44,6,33,47,70.2,321,3,46,179,3.9,2,93,500,5.4,20,10,7,37,6,45,1,1,2,2012,,1,0
2,9/8/2012 0:00,Texas Tech,Away,Texas State,W (58-10),W,58,10,33,44,75,405,5,23,186,8.1,1,67,591,8.8,19,9,4,32,7,90,1,0,1,2012,,1,0
3,9/15/2012 0:00,Texas Tech,Home,New Mexico,W (49-14),W,49,14,33,45,73.3,377,6,45,325,7.2,1,90,702,7.8,20,16,2,38,8,90,1,0,1,2012,,1,0
4,9/29/2012 0:00,Texas Tech,Away,Iowa State,W (24-13),W,24,13,31,47,66,332,3,30,63,2.1,0,77,395,5.1,11,8,1,20,11,80,0,2,2,2012,Big 12,1,0
5,10/6/2012 0:00,Texas Tech,Home,Oklahoma,L (20-41),L,20,41,26,41,63.4,271,0,32,89,2.8,2,73,360,4.9,12,7,2,21,4,33,0,3,3,2012,Big 12,0,1
6,10/13/2012 0:00,Texas Tech,Home,West Virginia,W (49-14),W,49,14,33,43,76.7,508,6,29,168,5.8,1,72,676,9.4,18,12,0,30,5,41,1,1,2,2012,Big 12,1,0
7,10/20/2012 0:00,Texas Tech,Away,TCU,W (56-53),W,56,53,30,42,71.4,318,7,27,71,2.6,1,69,389,5.6,14,5,2,21,9,90,0,0,0,2012,Big 12,1,0
8,10/27/2012 0:00,Texas Tech,Away,Kansas State,L (24-55),L,24,55,35,50,70,331,2,27,111,4.1,1,77,442,5.7,18,7,1,26,6,80,2,1,3,2012,Big 12,0,1
9,11/3/2012 0:00,Texas Tech,Home,Texas,L (22-31),L,22,31,26,44,59.1,329,1,28,112,4,1,72,441,6.1,16,7,2,25,9,85,0,0,0,2012,Big 12,0,1
10,11/10/2012 0:00,Texas Tech,Home,Kansas,W (41-34),W,41,34,47,61,77,508,4,22,63,2.9,1,83,571,6.9,23,6,0,29,7,74,0,1,1,2012,Big 12,1,0
11,11/17/2012 0:00,Texas Tech,Away,Oklahoma State,L (21-59),L,21,59,29,42,69,284,2,34,99,2.9,1,76,383,5,11,9,0,20,8,70,1,2,3,2012,Big 12,0,1
12,11/24/2012 0:00,Texas Tech,N,Baylor,L (45-52),L,45,52,30,41,73.2,359,3,32,208,6.5,2,73,567,7.8,15,9,3,27,7,68,1,3,4,2012,Big 12,0,1
13,12/28/2012 0:00,Texas Tech,N,Minnesota*,W (34-31),W,34,31,32,47,68.1,284,2,24,145,6,1,71,429,6,11,9,3,23,13,135,0,2,2,2012,,1,0
1,8/30/2013 0:00,Texas Tech,Away,Southern Methodist,W (41-23),W,41,23,43,60,71.7,413,4,27,48,1.8,1,87,461,5.3,24,3,4,31,8,80,0,0,0,2013,,1,0
2,9/7/2013 0:00,Texas Tech,Home,Stephen F. Austin,W (61-13),W,61,13,32,47,68.1,494,4,37,237,6.4,4,84,731,8.7,20,11,4,35,10,106,2,2,4,2013,,1,0
3,9/12/2013 0:00,Texas Tech,Home,TCU,W (20-10),W,20,10,24,45,53.3,293,2,26,43,1.7,0,71,336,4.7,11,5,0,16,10,89,0,3,3,2013,Big 12,1,0
4,9/21/2013 0:00,Texas Tech,Home,Texas State,W (33-7),W,33,7,33,63,52.4,434,2,33,118,3.6,0,96,552,5.8,16,7,0,23,8,65,0,3,3,2013,,1,0
5,10/5/2013 0:00,Texas Tech,Away,Kansas,W (54-16),W,54,16,36,57,63.2,404,2,43,114,2.7,4,100,518,5.2,21,6,4,31,9,76,0,1,1,2013,Big 12,1,0
6,10/12/2013 0:00,Texas Tech,Home,Iowa State,W (42-35),W,42,35,35,56,62.5,415,3,45,251,5.6,3,101,666,6.6,22,14,0,36,4,30,2,1,3,2013,Big 12,1,0
7,10/19/2013 0:00,Texas Tech,Away,West Virginia,W (37-27),W,37,27,36,50,72,462,2,31,111,3.6,2,81,573,7.1,23,5,1,29,7,80,2,0,2,2013,Big 12,1,0
8,10/26/2013 0:00,Texas Tech,Away,Oklahoma,L (30-38),L,30,38,34,54,63,388,3,25,72,2.9,1,79,460,5.8,16,7,1,24,3,42,1,2,3,2013,Big 12,0,1
9,11/2/2013 0:00,Texas Tech,Home,Oklahoma State,L (34-52),L,34,52,45,71,63.4,425,2,26,124,4.8,1,97,549,5.7,21,9,5,35,8,75,1,2,3,2013,Big 12,0,1
10,11/9/2013 0:00,Texas Tech,Home,Kansas State,L (26-49),L,26,49,47,64,73.4,354,1,32,105,3.3,2,96,459,4.8,21,7,2,30,10,80,1,2,3,2013,Big 12,0,1
11,11/16/2013 0:00,Texas Tech,N,Baylor,L (34-63),L,34,63,29,54,53.7,320,5,35,138,3.9,0,89,458,5.1,15,5,4,24,8,93,2,1,3,2013,Big 12,0,1
12,11/28/2013 0:00,Texas Tech,Away,Texas,L (16-41),L,16,41,31,52,59.6,302,1,28,94,3.4,1,80,396,5,12,6,3,21,11,102,2,1,3,2013,Big 12,0,1
13,12/30/2013 0:00,Texas Tech,N,Arizona State*,W (37-23),W,37,23,28,41,68.3,403,4,34,81,2.4,0,75,484,6.5,19,3,2,24,8,60,2,0,2,2013,,1,0
1,8/30/2014 0:00,Texas Tech,Home,Central Arkansas,W (42-35),W,42,35,39,53,73.6,452,4,36,184,5.1,2,89,636,7.1,25,10,0,35,15,114,0,2,2,2014,,1,0
2,9/6/2014 0:00,Texas Tech,Away,UTEP,W (30-26),W,30,26,17,31,54.8,278,3,28,226,8.1,1,59,504,8.5,9,9,2,20,10,90,1,0,1,2014,,1,0
3,9/13/2014 0:00,Texas Tech,Home,Arkansas,L (28-49),L,28,49,27,45,60,252,3,22,101,4.6,1,67,353,5.3,11,9,0,20,5,60,1,2,3,2014,,0,1
4,9/25/2014 0:00,Texas Tech,Away,Oklahoma State,L (35-45),L,35,45,37,60,61.7,394,5,30,118,3.9,0,90,512,5.7,20,8,4,32,16,158,0,3,3,2014,Big 12,0,1
5,10/4/2014 0:00,Texas Tech,Away,Kansas State,L (13-45),L,13,45,27,50,54,301,2,14,46,3.3,0,64,347,5.4,16,4,0,20,9,89,0,4,4,2014,Big 12,0,1
6,10/11/2014 0:00,Texas Tech,Home,West Virginia,L (34-37),L,34,37,28,46,60.9,348,3,38,217,5.7,1,84,565,6.7,14,7,2,23,12,115,0,1,1,2014,Big 12,0,1
7,10/18/2014 0:00,Texas Tech,Home,Kansas,W (34-21),W,34,21,28,44,63.6,288,3,37,219,5.9,1,81,507,6.3,12,13,1,26,4,22,1,1,2,2014,Big 12,1,0
8,10/25/2014 0:00,Texas Tech,Away,TCU,L (27-82),L,27,82,20,41,48.8,345,3,28,101,3.6,0,69,446,6.5,14,5,2,21,6,69,2,2,4,2014,Big 12,0,1
9,11/1/2014 0:00,Texas Tech,Home,Texas,L (13-34),L,13,34,28,47,59.6,225,0,32,156,4.9,1,79,381,4.8,10,5,3,18,6,70,1,1,2,2014,Big 12,0,1
